TRIP_ID,prompt
1386,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 28 minutes, costing 3120 CHF, with a headway of 30 minutes.
 - Train: travel time of 61 minutes, costing 3120 CHF, with a headway of 120 minutes.
 - Car: travel time of 50 minutes, costing 60 CHF."
1387,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 32 minutes, costing 3380 CHF, with a headway of 20 minutes.
 - Train: travel time of 61 minutes, costing 2340 CHF, with a headway of 120 minutes.
 - Car: travel time of 40 minutes, costing 48 CHF."
1388,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 30 minutes, costing 3120 CHF, with a headway of 30 minutes.
 - Train: travel time of 51 minutes, costing 2340 CHF, with a headway of 120 minutes.
 - Car: travel time of 65 minutes, costing 48 CHF."
1389,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 32 minutes, costing 3380 CHF, with a headway of 10 minutes.
 - Train: travel time of 54 minutes, costing 2340 CHF, with a headway of 60 minutes.
 - Car: travel time of 65 minutes, costing 78 CHF."
1390,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 32 minutes, costing 3120 CHF, with a headway of 30 minutes.
 - Train: travel time of 54 minutes, costing 2600 CHF, with a headway of 120 minutes.
 - Car: travel time of 40 minutes, costing 78 CHF."
1391,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 30 minutes, costing 3380 CHF, with a headway of 10 minutes.
 - Train: travel time of 51 minutes, costing 3120 CHF, with a headway of 60 minutes.
 - Car: travel time of 50 minutes, costing 48 CHF."
1392,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 32 minutes, costing 3120 CHF, with a headway of 20 minutes.
 - Train: travel time of 51 minutes, costing 2600 CHF, with a headway of 60 minutes.
 - Car: travel time of 65 minutes, costing 60 CHF."
1393,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 32 minutes, costing 4160 CHF, with a headway of 20 minutes.
 - Train: travel time of 54 minutes, costing 3120 CHF, with a headway of 30 minutes.
 - Car: travel time of 50 minutes, costing 78 CHF."
1394,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 28 minutes, costing 3380 CHF, with a headway of 20 minutes.
 - Train: travel time of 51 minutes, costing 2600 CHF, with a headway of 120 minutes.
 - Car: travel time of 50 minutes, costing 78 CHF."
1395,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 65 minutes, costing 3380 CHF, with a headway of 20 minutes.
 - Train: travel time of 120 minutes, costing 3120 CHF, with a headway of 120 minutes.
 - Car: travel time of 130 minutes, costing 150 CHF."
1396,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 62 minutes, costing 3120 CHF, with a headway of 10 minutes.
 - Train: travel time of 110 minutes, costing 3120 CHF, with a headway of 30 minutes.
 - Car: travel time of 130 minutes, costing 195 CHF."
1397,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 4160 CHF, with a headway of 30 minutes.
 - Train: travel time of 141 minutes, costing 3120 CHF, with a headway of 60 minutes.
 - Car: travel time of 130 minutes, costing 120 CHF."
1398,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 65 minutes, costing 4160 CHF, with a headway of 20 minutes.
 - Train: travel time of 110 minutes, costing 2600 CHF, with a headway of 30 minutes.
 - Car: travel time of 80 minutes, costing 120 CHF."
1399,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 65 minutes, costing 3120 CHF, with a headway of 20 minutes.
 - Train: travel time of 141 minutes, costing 2340 CHF, with a headway of 60 minutes.
 - Car: travel time of 100 minutes, costing 195 CHF."
1400,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 62 minutes, costing 4160 CHF, with a headway of 10 minutes.
 - Train: travel time of 120 minutes, costing 2340 CHF, with a headway of 120 minutes.
 - Car: travel time of 100 minutes, costing 120 CHF."
1401,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 4160 CHF, with a headway of 10 minutes.
 - Train: travel time of 110 minutes, costing 3120 CHF, with a headway of 120 minutes.
 - Car: travel time of 80 minutes, costing 150 CHF."
1402,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 3380 CHF, with a headway of 30 minutes.
 - Train: travel time of 110 minutes, costing 2340 CHF, with a headway of 30 minutes.
 - Car: travel time of 100 minutes, costing 150 CHF."
1403,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 62 minutes, costing 3380 CHF, with a headway of 10 minutes.
 - Train: travel time of 141 minutes, costing 2600 CHF, with a headway of 60 minutes.
 - Car: travel time of 80 minutes, costing 150 CHF."
1404,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 29 minutes, costing 3120 CHF, with a headway of 30 minutes.
 - Train: travel time of 63 minutes, costing 3120 CHF, with a headway of 120 minutes."
1405,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 33 minutes, costing 3380 CHF, with a headway of 20 minutes.
 - Train: travel time of 63 minutes, costing 2340 CHF, with a headway of 120 minutes."
1406,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 31 minutes, costing 3120 CHF, with a headway of 30 minutes.
 - Train: travel time of 51 minutes, costing 2340 CHF, with a headway of 120 minutes."
1407,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 33 minutes, costing 3380 CHF, with a headway of 10 minutes.
 - Train: travel time of 55 minutes, costing 2340 CHF, with a headway of 60 minutes."
1408,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 33 minutes, costing 3120 CHF, with a headway of 30 minutes.
 - Train: travel time of 55 minutes, costing 2600 CHF, with a headway of 120 minutes."
1409,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 33 minutes, costing 3120 CHF, with a headway of 20 minutes.
 - Train: travel time of 51 minutes, costing 2600 CHF, with a headway of 60 minutes."
1410,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 31 minutes, costing 3380 CHF, with a headway of 10 minutes.
 - Train: travel time of 51 minutes, costing 3120 CHF, with a headway of 60 minutes."
1411,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 33 minutes, costing 4160 CHF, with a headway of 20 minutes.
 - Train: travel time of 55 minutes, costing 3120 CHF, with a headway of 30 minutes."
1412,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 29 minutes, costing 3380 CHF, with a headway of 20 minutes.
 - Train: travel time of 51 minutes, costing 2600 CHF, with a headway of 120 minutes."
1413,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 45 minutes, costing 3380 CHF, with a headway of 20 minutes.
 - Train: travel time of 69 minutes, costing 3120 CHF, with a headway of 120 minutes."
1414,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 47 minutes, costing 4160 CHF, with a headway of 30 minutes.
 - Train: travel time of 76 minutes, costing 3120 CHF, with a headway of 60 minutes."
1415,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 43 minutes, costing 3120 CHF, with a headway of 10 minutes.
 - Train: travel time of 66 minutes, costing 3120 CHF, with a headway of 30 minutes."
1416,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 45 minutes, costing 4160 CHF, with a headway of 20 minutes.
 - Train: travel time of 66 minutes, costing 2600 CHF, with a headway of 30 minutes."
1417,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 45 minutes, costing 3120 CHF, with a headway of 20 minutes.
 - Train: travel time of 76 minutes, costing 2340 CHF, with a headway of 60 minutes."
1418,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 47 minutes, costing 4160 CHF, with a headway of 10 minutes.
 - Train: travel time of 66 minutes, costing 3120 CHF, with a headway of 120 minutes."
1419,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 43 minutes, costing 4160 CHF, with a headway of 10 minutes.
 - Train: travel time of 69 minutes, costing 2340 CHF, with a headway of 120 minutes."
1420,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 43 minutes, costing 3380 CHF, with a headway of 10 minutes.
 - Train: travel time of 76 minutes, costing 2600 CHF, with a headway of 60 minutes."
1421,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Vaud.
Destination: Geneva.
Available Transportation Options:
 - Swissmetro: travel time of 47 minutes, costing 3380 CHF, with a headway of 30 minutes.
 - Train: travel time of 66 minutes, costing 2340 CHF, with a headway of 30 minutes."
1422,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 38 minutes, costing 2220 CHF, with a headway of 10 minutes.
 - Train: travel time of 103 minutes, costing 1850 CHF, with a headway of 30 minutes."
1423,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 34 minutes, costing 2960 CHF, with a headway of 10 minutes.
 - Train: travel time of 103 minutes, costing 1850 CHF, with a headway of 120 minutes."
1424,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 31 minutes, costing 2960 CHF, with a headway of 20 minutes.
 - Train: travel time of 103 minutes, costing 1665 CHF, with a headway of 30 minutes."
1425,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 31 minutes, costing 2960 CHF, with a headway of 30 minutes.
 - Train: travel time of 82 minutes, costing 1665 CHF, with a headway of 60 minutes."
1426,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 31 minutes, costing 2405 CHF, with a headway of 30 minutes.
 - Train: travel time of 89 minutes, costing 1850 CHF, with a headway of 30 minutes."
1427,"Trip Purpose: shopping.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Bern.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 34 minutes, costing 2220 CHF, with a headway of 10 minutes.
 - Train: travel time of 89 minutes, costing 1665 CHF, with a headway of 30 minutes."
